host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
2.0,1,1,37.742833308584,-122.41542999143759,3,0,2.0,1.0,1.0,1.0,0,2.0,25.0,92.0,9.0,9.0,10.0,10.0,10.0,9.0,149.0
1.0,2,0,37.76515704945544,-122.44657635846563,0,0,3.0,1.0,1.0,1.0,0,7.0,10.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,99.0
2.0,5,4,37.76398202305243,-122.39597472050691,1,0,3.0,1.0,2.0,2.0,0,3.0,40.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,260.0
2.0,29,17,37.764035902754976,-122.47941601233332,0,0,4.0,1.0,2.0,2.0,0,3.0,65.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,179.0
35.0,23,15,37.738410116531035,-122.38636408542908,3,0,3.0,1.0,2.0,2.0,0,30.0,3.0,60.0,9.0,9.0,9.0,7.0,3.0,5.0,120.0
1.0,5,4,37.75308335561062,-122.40148731276146,0,0,3.0,1.0,1.0,1.0,0,1.0,165.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,222.0
7.0,0,3,37.786714903647926,-122.43835445270695,1,1,2.0,1.0,1.0,1.0,0,1.0,101.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
7.0,0,3,37.786037506591576,-122.43886548246336,1,1,2.0,1.0,1.0,1.0,0,1.0,120.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,105.0
7.0,0,3,37.78593410933717,-122.43884575132265,1,1,2.0,1.0,1.0,1.0,0,1.0,108.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,105.0
7.0,0,3,37.785848942019015,-122.44034205763788,1,1,1.0,1.0,1.0,1.0,0,1.0,96.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,94.0
1.0,8,6,37.748977729726185,-122.43124977082351,3,0,5.0,1.0,2.0,3.0,0,2.0,58.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
2.0,7,6,37.761021122173254,-122.43248662192975,0,1,2.0,1.0,1.0,1.0,0,1.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
3.0,19,13,37.72683265082758,-122.42961508031156,1,1,2.0,1.0,1.0,1.0,0,2.0,40.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,70.0
3.0,4,1,37.751225734133676,-122.42366787650091,1,1,2.0,1.0,1.0,1.0,0,3.0,17.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0
1.0,0,3,37.786891149569605,-122.43889137051586,1,0,8.0,2.0,4.0,0.0,0,3.0,57.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,800.0
22.0,10,9,37.79909017000244,-122.40631491952944,4,2,4.0,0.0,1.0,4.0,0,1.0,64.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,38.0
2.0,18,10,37.78118058025808,-122.4663334077015,0,0,9.0,1.0,2.0,5.0,0,1.0,153.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,400.0
3.0,4,1,37.7503497204978,-122.42457628640469,1,1,2.0,1.0,1.0,1.0,0,3.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0
1.0,1,7,37.73309613274189,-122.43261338132851,1,0,2.0,1.0,0.0,2.0,0,3.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,220.0
1.0,7,6,37.75697868971378,-122.43950528098496,1,1,2.0,1.0,1.0,1.0,0,2.0,160.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
3.0,4,1,37.76108383346007,-122.4255709795786,0,1,2.0,1.0,1.0,1.0,0,3.0,6.0,90.0,10.0,9.0,10.0,10.0,10.0,9.0,149.0
3.0,4,1,37.76012321138089,-122.42501966802364,0,1,1.0,1.0,1.0,1.0,0,3.0,10.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1.0,3,7,37.73343199659375,-122.44538028824918,1,0,4.0,2.0,2.0,2.0,0,2.0,17.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,298.0
1.0,1,1,37.747044627025204,-122.41563283001848,1,0,4.0,2.0,2.0,2.0,0,10.0,6.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0
1.0,31,13,37.72375311831818,-122.45845079265696,1,0,2.0,1.0,1.0,1.0,0,1.0,191.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,75.0
7.0,0,3,37.788105614759026,-122.43838816605984,1,1,2.0,1.0,1.0,1.0,0,1.0,99.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,110.0
2.0,8,6,37.75192698497431,-122.43656362042124,1,0,5.0,2.0,2.0,2.0,0,3.0,78.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,455.0
1.0,5,4,37.759146878798326,-122.39548570828829,12,0,6.0,3.0,3.0,3.0,0,2.0,24.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,525.0
1.0,4,1,37.76187214337259,-122.40619359029921,1,0,4.0,1.0,2.0,2.0,0,4.0,66.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,150.0
1.0,15,4,37.77787646157045,-122.40372081467396,12,0,4.0,1.5,1.0,0.0,0,4.0,12.0,95.0,10.0,10.0,9.0,10.0,9.0,9.0,300.0
1.0,0,11,37.787599704498206,-122.42663876369998,0,0,2.0,1.0,0.0,1.0,0,1.0,33.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,130.0
1.0,0,0,37.7766570715174,-122.4430856233556,0,0,6.0,1.0,2.0,2.0,0,2.0,119.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,249.0
5.0,0,0,37.77115366183065,-122.4367912385634,6,1,2.0,2.0,1.0,1.0,0,30.0,147.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0
1.0,15,12,37.77533802620181,-122.41769481650641,0,0,2.0,1.0,1.0,1.0,0,30.0,22.0,97.0,9.0,10.0,10.0,10.0,10.0,9.0,339.0
1.0,29,17,37.75997034838477,-122.50866311387432,1,1,2.0,1.0,1.0,1.0,2,1.0,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1.0,15,12,37.77888691329189,-122.40638120630724,12,0,2.0,1.0,1.0,1.0,0,1.0,34.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,300.0
2.0,15,23,37.78725786416254,-122.39439641849388,12,0,2.0,1.0,1.0,2.0,0,3.0,13.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,189.0
1.0,2,0,37.76210544218736,-122.45201657617436,0,0,5.0,1.0,0.0,2.0,0,1.0,208.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,145.0
1.0,19,13,37.72257375747027,-122.43297154658424,1,0,6.0,1.0,2.0,3.0,0,3.0,125.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,148.0
132.0,1,1,37.7399718047231,-122.41285088208359,0,0,4.0,1.0,1.0,3.0,0,30.0,2.0,100.0,9.0,10.0,10.0,10.0,10.0,9.0,301.0
1.0,17,11,37.802859357195956,-122.42179022326548,0,0,2.0,1.0,0.0,1.0,0,3.0,11.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,150.0
1.0,1,1,37.7417962607976,-122.41674480181184,1,1,3.0,1.0,1.0,1.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
1.0,23,15,37.73192031973946,-122.38821197899745,3,0,4.0,1.0,1.0,2.0,0,2.0,162.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0
2.0,7,6,37.76104030531353,-122.44167573566358,0,0,2.0,1.0,1.0,1.0,0,3.0,20.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
1.0,1,1,37.737827860353704,-122.41341546152631,1,0,5.0,1.0,3.0,3.0,0,2.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
2.0,26,18,37.801656386288954,-122.44621127803131,2,1,1.0,1.0,1.0,1.0,0,3.0,85.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
23.0,6,5,37.78540971661454,-122.40845602967241,0,1,2.0,1.0,1.0,1.0,0,1.0,61.0,89.0,9.0,9.0,9.0,9.0,10.0,9.0,110.0
2.0,5,4,37.76023984879865,-122.39898667479835,6,0,6.0,2.5,4.0,4.0,0,2.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,475.0
1.0,2,0,37.77650254800609,-122.4394586608863,0,0,2.0,1.0,1.0,1.0,0,30.0,62.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
2.0,12,11,37.793464023208415,-122.42094663550596,0,1,1.0,1.0,1.0,1.0,0,2.0,27.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,145.0
1.0,26,18,37.80332253983934,-122.43982260577721,0,0,2.0,1.0,1.0,1.0,0,2.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,350.0
1.0,17,11,37.79703480003983,-122.41860521335659,0,0,4.0,1.0,2.0,2.0,0,4.0,14.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
1.0,22,2,37.728667984559664,-122.46495675699764,0,0,3.0,1.0,1.0,2.0,0,2.0,125.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
1.0,4,1,37.7512366296742,-122.41046285934551,1,0,6.0,2.0,3.0,3.0,0,3.0,14.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,550.0
1.0,13,7,37.73375771316536,-122.43470304466268,1,0,4.0,1.0,1.0,2.0,0,30.0,117.0,87.0,9.0,9.0,10.0,10.0,10.0,9.0,170.0
2.0,3,7,37.734140368483565,-122.44397008224884,14,0,6.0,1.0,1.0,2.0,0,2.0,209.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,200.0
1.0,2,0,37.76316026248858,-122.45076353212923,1,0,3.0,2.0,3.0,3.0,0,4.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,490.0
1.0,9,8,37.778324492375496,-122.48868539464308,1,1,2.0,1.5,1.0,1.0,0,1.0,289.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,99.0
2.0,15,12,37.77558500738915,-122.41208749031092,6,1,2.0,1.0,1.0,1.0,0,30.0,5.0,95.0,9.0,10.0,9.0,9.0,9.0,9.0,125.0
1.0,15,4,37.778059754288314,-122.39914354176956,0,1,2.0,1.0,1.0,1.0,0,1.0,90.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,140.0
1.0,15,12,37.776822330227255,-122.41464688195221,12,0,5.0,2.5,2.0,2.0,0,2.0,11.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,450.0
1.0,2,0,37.77367565661318,-122.44564087461659,0,0,5.0,2.0,2.0,2.0,0,31.0,4.0,67.0,9.0,7.0,7.0,7.0,9.0,7.0,145.0
1.0,5,4,37.7613431551282,-122.4026815787318,1,0,6.0,2.0,3.0,4.0,0,2.0,21.0,99.0,10.0,10.0,10.0,10.0,9.0,9.0,599.0
2.0,7,6,37.76710221528123,-122.43249592980033,6,1,1.0,1.0,1.0,1.0,0,2.0,18.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
1.0,34,7,37.73606953756831,-122.44001094798031,1,1,2.0,1.0,1.0,1.0,0,3.0,19.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0
1.0,26,18,37.803400430261924,-122.44007385287864,0,1,1.0,1.0,1.0,1.0,0,2.0,13.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,225.0
1.0,3,13,37.7270566840136,-122.43519900628414,1,1,2.0,1.0,1.0,1.0,0,2.0,118.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,75.0
4.0,27,21,37.74365374757837,-122.47642053088595,1,1,2.0,2.0,1.0,1.0,0,2.0,27.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,105.0
3.0,15,4,37.77536108272298,-122.40123483738377,12,1,2.0,1.0,1.0,1.0,0,1.0,165.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,79.0
1.0,1,1,37.739571890426056,-122.41425180809324,1,0,4.0,2.5,3.0,4.0,0,1.0,4.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,252.0
1.0,3,7,37.73528866748587,-122.44080671748556,1,0,10.0,3.5,3.0,4.0,0,2.0,29.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,995.0
1.0,17,11,37.803532584922046,-122.42230052842396,3,1,2.0,1.0,1.0,2.0,0,1.0,148.0,92.0,9.0,9.0,10.0,9.0,10.0,9.0,170.0
16.0,21,20,37.78930781224745,-122.40230837140749,0,0,6.0,2.5,2.0,3.0,0,4.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,825.0
1.0,18,10,37.77959730881622,-122.47003628889988,0,0,6.0,1.5,2.0,2.0,0,2.0,16.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,275.0
1.0,14,6,37.75736800880731,-122.44295006567958,6,1,3.0,1.0,1.0,2.0,0,1.0,136.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
75.0,6,5,37.78715915559813,-122.41057695478436,0,0,4.0,1.0,0.0,2.0,0,1.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
1.0,25,17,37.76352806939103,-122.47019606238979,0,0,4.0,1.0,2.0,3.0,0,5.0,31.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,229.0
1.0,6,5,37.78843440878797,-122.41280145920437,0,0,1.0,1.0,0.0,1.0,0,1.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0
3.0,23,15,37.731320502158646,-122.39138088672492,0,0,5.0,1.0,2.0,2.0,0,2.0,140.0,94.0,10.0,10.0,10.0,10.0,8.0,9.0,115.0
1.0,4,1,37.761912286843256,-122.42344706491491,6,0,4.0,1.0,2.0,3.0,0,2.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
1.0,1,1,37.74094550262811,-122.42124240666391,6,0,4.0,2.0,2.0,2.0,0,2.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
2.0,4,1,37.756866555212895,-122.41624018731962,0,0,4.0,2.0,2.0,2.0,0,30.0,149.0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,285.0
1.0,9,8,37.77615199382701,-122.50717312834112,0,0,4.0,1.0,1.0,3.0,0,2.0,82.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
1.0,1,1,37.74711652583875,-122.42271481577022,0,0,3.0,1.0,1.0,1.0,0,2.0,126.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
1.0,19,13,37.715542664465936,-122.43606993081659,5,1,2.0,1.0,1.0,1.0,0,2.0,106.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,63.0
1.0,16,3,37.793626389580176,-122.44168553596884,6,0,3.0,1.0,2.0,3.0,0,2.0,56.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,395.0
1.0,18,10,37.78295025335022,-122.47384638381924,6,0,2.0,2.0,1.0,1.0,0,3.0,62.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,195.0
1.0,0,5,37.77127884215361,-122.42840683539907,6,0,2.0,1.5,1.0,1.0,0,1.0,75.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,260.0
1.0,7,12,37.767661616733186,-122.42669412206095,0,0,3.0,1.0,2.0,2.0,0,3.0,5.0,92.0,10.0,10.0,10.0,10.0,9.0,8.0,450.0
2.0,20,8,37.78227777410354,-122.49278426951248,0,0,6.0,2.5,3.0,4.0,0,2.0,39.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0
3.0,7,6,37.76524613655204,-122.43315578072941,1,0,6.0,1.0,2.0,2.0,0,2.0,12.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,350.0
6.0,2,0,37.77042567291009,-122.44824969788178,1,1,2.0,2.0,1.0,1.0,0,2.0,113.0,88.0,10.0,9.0,10.0,10.0,10.0,9.0,68.0
2.0,5,4,37.762243496490115,-122.39673747964191,0,1,2.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
1.0,26,18,37.80225210912375,-122.44211823738577,0,0,4.0,1.0,2.0,2.0,0,30.0,15.0,92.0,10.0,10.0,9.0,9.0,10.0,8.0,275.0
3.0,4,12,37.76720776356509,-122.41712040361807,0,1,4.0,1.5,2.0,2.0,0,5.0,10.0,93.0,9.0,9.0,10.0,9.0,10.0,9.0,400.0
3.0,14,6,37.75776913390939,-122.44345616264769,1,0,4.0,2.0,2.0,2.0,0,3.0,14.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,292.0
1.0,7,6,37.759302582402206,-122.43895041229686,0,0,2.0,1.0,0.0,0.0,0,3.0,71.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,4,1,37.756671679886495,-122.4105251101893,1,0,2.0,1.0,1.0,1.0,0,3.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
68.0,6,5,37.787384718612174,-122.40983363533415,0,0,4.0,1.0,0.0,2.0,0,2.0,18.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
1.0,5,4,37.760648972082826,-122.40145687606564,0,0,2.0,1.0,1.0,2.0,0,2.0,23.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0
1.0,0,3,37.78009085987122,-122.43732628806744,12,1,2.0,1.0,1.0,1.0,0,1.0,29.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
1.0,2,0,37.764879126126736,-122.44804515013294,1,0,6.0,3.0,4.0,4.0,0,7.0,2.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,475.0
2.0,19,13,37.72460587208815,-122.43250157237907,1,0,7.0,1.0,2.0,4.0,0,5.0,1.0,80.0,10.0,8.0,10.0,10.0,6.0,10.0,200.0
2.0,7,6,37.76120939678321,-122.4424327385722,0,1,2.0,1.0,1.0,1.0,0,3.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
2.0,5,4,37.75531363662157,-122.39975163675831,1,0,2.0,1.0,0.0,1.0,0,3.0,73.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0
2.0,15,23,37.785940004031794,-122.3940883164881,12,2,1.0,1.0,1.0,1.0,0,2.0,139.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,90.0
1.0,15,12,37.7769795526583,-122.41384185624872,0,1,1.0,1.0,1.0,1.0,0,60.0,2.0,80.0,9.0,7.0,8.0,8.0,8.0,8.0,100.0
35.0,4,1,37.761784410112,-122.42216299739654,0,0,2.0,1.0,1.0,1.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
35.0,4,1,37.763082260260795,-122.42155139062326,0,0,2.0,1.0,1.0,2.0,0,30.0,2.0,80.0,9.0,8.0,6.0,7.0,9.0,9.0,100.0
2.0,26,18,37.80527830930045,-122.44026499785481,0,0,2.0,1.0,1.0,1.0,0,7.0,24.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,329.0
4.0,30,22,37.71143277215699,-122.40057327943266,1,1,2.0,1.0,1.0,1.0,0,2.0,177.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2.0,10,9,37.80334234427559,-122.40800677981713,0,0,4.0,1.0,2.0,2.0,0,2.0,53.0,99.0,10.0,10.0,10.0,10.0,10.0,9.0,395.0
1.0,22,2,37.74117007867128,-122.46350060605906,3,1,2.0,1.0,1.0,1.0,0,2.0,122.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0
2.0,12,9,37.794664754584325,-122.41151660858505,2,0,4.0,1.0,2.0,2.0,0,3.0,27.0,96.0,9.0,10.0,10.0,10.0,9.0,9.0,250.0
2.0,4,1,37.75076257193162,-122.41797312158924,0,0,2.0,1.0,1.0,1.0,0,30.0,36.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
1.0,4,1,37.7646239156546,-122.40675158621576,1,0,4.0,1.0,2.0,2.0,0,2.0,43.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,225.0
3.0,29,21,37.747580442647106,-122.49069997381515,1,1,8.0,2.0,2.0,5.0,0,2.0,83.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,200.0
1.0,1,1,37.74576291996643,-122.41543448402308,1,1,3.0,1.0,1.0,2.0,0,2.0,81.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
2.0,5,4,37.7552564615562,-122.39826690361494,1,1,2.0,1.0,1.0,1.0,0,1.0,200.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,110.0
2.0,5,4,37.75511534667301,-122.40041242899682,1,1,2.0,1.0,1.0,1.0,0,1.0,180.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0
1.0,0,0,37.775249081420384,-122.43103497755371,6,1,1.0,1.0,1.0,1.0,0,90.0,1.0,100.0,10.0,10.0,8.0,10.0,10.0,10.0,120.0
1.0,6,5,37.78267686653855,-122.41392456382964,0,0,2.0,1.0,0.0,1.0,2,3.0,13.0,92.0,9.0,9.0,9.0,10.0,6.0,9.0,95.0
68.0,6,5,37.78663805843794,-122.40942679640793,0,0,4.0,1.0,0.0,2.0,0,2.0,12.0,93.0,10.0,9.0,10.0,10.0,10.0,10.0,180.0
68.0,6,5,37.78836168328276,-122.41062792773502,0,0,4.0,1.0,0.0,2.0,0,2.0,7.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,180.0
68.0,6,5,37.787698490308244,-122.40991172463116,0,0,4.0,1.0,0.0,2.0,0,2.0,6.0,93.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
68.0,6,5,37.7884648865017,-122.40959166636841,0,0,4.0,1.0,0.0,2.0,0,2.0,9.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
75.0,6,5,37.788372584015825,-122.41091031642416,0,0,4.0,1.0,0.0,2.0,0,1.0,9.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0
1.0,29,17,37.752536044688256,-122.50560960168731,0,0,2.0,1.0,1.0,1.0,0,2.0,97.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,98.0
2.0,7,6,37.76684322618356,-122.43435264241621,6,0,2.0,1.0,1.0,1.0,0,7.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
1.0,10,9,37.80332148505003,-122.40781814948816,6,0,4.0,1.5,2.0,2.0,0,2.0,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,435.0
1.0,0,10,37.78055559188708,-122.44744271350712,3,0,2.0,1.0,1.0,1.0,0,2.0,99.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0
2.0,8,7,37.74697195739333,-122.43816952108645,1,0,4.0,1.0,2.0,2.0,0,2.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,450.0
1.0,11,10,37.782671612449725,-122.4530896830139,6,0,8.0,2.5,4.0,4.0,0,3.0,43.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,700.0
35.0,4,1,37.761714589563105,-122.42202385551927,0,0,2.0,1.0,1.0,2.0,0,30.0,2.0,60.0,8.0,7.0,7.0,7.0,9.0,5.0,120.0
2.0,15,19,37.77485046902573,-122.39048398932779,0,1,3.0,1.0,1.0,1.0,0,31.0,25.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,149.0
1.0,12,9,37.79616578501585,-122.41236038614821,6,1,2.0,1.0,1.0,1.0,3,3.0,226.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,138.0
2.0,4,1,37.75054282250833,-122.41655854238532,1,1,2.0,1.0,1.0,1.0,0,1.0,84.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,173.0
3.0,1,1,37.740148322357626,-122.41909415283938,1,0,4.0,1.0,2.0,2.0,0,7.0,39.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0
1.0,8,6,37.75113867506045,-122.43232605388765,0,0,6.0,1.5,2.0,3.0,0,30.0,42.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,295.0
2.0,29,21,37.7466644184024,-122.50255989186262,1,1,2.0,1.0,1.0,1.0,0,2.0,46.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,70.0
4.0,4,1,37.75031713390467,-122.41667735530815,1,1,2.0,1.0,1.0,1.0,0,1.0,162.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
68.0,6,5,37.7884641782239,-122.41053642875328,0,0,4.0,1.0,0.0,2.0,0,2.0,5.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
68.0,6,5,37.78749473278262,-122.409485068549,0,0,4.0,1.0,0.0,2.0,0,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
1.0,7,6,37.75927194030794,-122.4315821353025,6,0,7.0,2.0,4.0,4.0,0,3.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,495.0
4.0,30,22,37.7129876927169,-122.40016991761324,0,1,4.0,1.0,1.0,2.0,0,2.0,111.0,98.0,10.0,10.0,10.0,10.0,9.0,9.0,100.0
1.0,5,4,37.759086887207474,-122.40055613899106,0,0,2.0,1.0,1.0,1.0,0,3.0,77.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
1.0,8,6,37.751436703556756,-122.44273694902522,0,0,2.0,1.0,1.0,1.0,0,30.0,54.0,87.0,9.0,9.0,9.0,9.0,9.0,9.0,145.0
1.0,4,1,37.75416620694072,-122.42153361123906,0,0,4.0,2.0,2.0,3.0,0,2.0,22.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,229.0
1.0,14,6,37.75967317224792,-122.44687626724476,1,0,4.0,1.0,1.0,2.0,0,4.0,144.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
4.0,30,22,37.7129699656031,-122.40053010753509,0,1,4.0,1.0,1.0,2.0,0,2.0,106.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
68.0,6,5,37.7884576906625,-122.41062106372421,0,0,4.0,1.0,0.0,2.0,0,2.0,8.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
68.0,6,5,37.787219557272046,-122.41068361441332,0,0,4.0,1.0,0.0,2.0,0,2.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,190.0
1.0,7,0,37.76851433868959,-122.43724827192013,11,1,2.0,1.0,1.0,1.0,0,1.0,177.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
68.0,6,5,37.78845706110707,-122.41116984385792,0,0,4.0,1.0,0.0,2.0,0,2.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
1.0,26,18,37.80193533001893,-122.44016675535957,0,1,2.0,1.5,1.0,1.0,0,2.0,184.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,125.0
1.0,4,1,37.758422779483645,-122.4119597916242,1,0,4.0,2.0,2.0,2.0,0,2.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,358.0
1.0,1,1,37.746631771440505,-122.4072579284656,1,0,4.0,1.0,2.0,3.0,0,2.0,18.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,299.0
1.0,25,17,37.76420634275927,-122.46433496684831,1,1,2.0,1.0,1.0,1.0,0,3.0,52.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,139.0
6.0,0,3,37.78255464281553,-122.43810347937115,1,0,10.0,2.5,5.0,10.0,0,30.0,19.0,89.0,9.0,9.0,9.0,9.0,9.0,9.0,360.0
